11.8637 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x7fb383600670>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x7fb383600610>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([-1., -1., -1.]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x7fb383600490>, gamma=None, gammaErrorPolicy='raise', lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x7fb383624220>, multiSample=False, name='window1', numSamples=2, pos=(360, 225), screen=0, size=array([2880, 1800]), stencilBits=0, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=True, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
11.8643 	EXP 	window1: mouseVisible = True
11.8643 	EXP 	window1: backgroundImage = ''
11.8643 	EXP 	window1: backgroundFit = 'none'
11.8669 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
11.8669 	EXP 	window1: recordFrameIntervals = False
11.9567 	EXP 	window1: recordFrameIntervals = True
11.9885 	WARNING 	t of last frame was 11.50ms (=1/86)
12.0382 	WARNING 	t of last frame was 10.44ms (=1/95)
12.0552 	WARNING 	t of last frame was 10.42ms (=1/95)
12.0733 	WARNING 	t of last frame was 11.78ms (=1/84)
12.1080 	WARNING 	Multiple dropped frames have occurred - I'll stop bothering you about them!
12.8053 	WARNING 	Couldn't measure a consistent frame rate!
  - Is your graphics card set to sync to vertical blank?
  - Are you running other processes on your computer?

12.8054 	EXP 	window1: mouseVisible = True
14.1266 	EXP 	DelayDiscountingTitrated: status = STARTED
14.4583 	EXP 	window1: mouseVisible = True
14.5277 	EXP 	Created unnamed TextStim = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([-1., -1., -1.]), colorSpace='rgb', contrast=1.0, depth=0, draggable=False, flipHoriz=False, flipVert=False, font='Times New Roman', fontFiles=[], height=0.2, italic=False, languageStyle='LTR', name='unnamed TextStim', opacity=1.0, ori=0.0, pos=array([-0.4,  0. ]), rgb=UNKNOWN, text='0 now\n(1)', units='height', win=Window(...), wrapWidth=1)
14.5279 	EXP 	window1: mouseVisible = True
14.5356 	EXP 	Created unnamed TextStim = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([-1., -1., -1.]), colorSpace='rgb', contrast=1.0, depth=0, draggable=False, flipHoriz=False, flipVert=False, font='Times New Roman', fontFiles=[], height=0.2, italic=False, languageStyle='LTR', name='unnamed TextStim', opacity=1.0, ori=0.0, pos=array([0.4, 0. ]), rgb=UNKNOWN, text='1000 in\n(3)', units='height', win=Window(...), wrapWidth=1)
14.5358 	EXP 	window1: mouseVisible = True
14.5375 	EXP 	Created immediate_text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-2.0, draggable=False, flipHoriz=False, flipVert=False, font='Times New Roman', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='immediate_text', opacity=1.0, ori=0.0, pos=array([-0.4,  0. ]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
14.5376 	EXP 	window1: mouseVisible = True
14.5392 	EXP 	Created delay_text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-3.0, draggable=False, flipHoriz=False, flipVert=False, font='Times New Roman', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='delay_text', opacity=1.0, ori=0.0, pos=array([0.4, 0. ]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
14.5394 	EXP 	window1: mouseVisible = True
14.5526 	EXP 	Created which_text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-5.0, draggable=False, flipHoriz=False, flipVert=False, font='Times New Roman', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='which_text', opacity=1.0, ori=0.0, pos=array([0. , 0.2]), rgb=UNKNOWN, text='Which would you prefer?', units='height', win=Window(...), wrapWidth=1)
14.5528 	EXP 	window1: mouseVisible = True
14.5571 	EXP 	Created or_text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-6.0, draggable=False, flipHoriz=False, flipVert=False, font='Times New Roman', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='or_text', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='OR', units='height', win=Window(...), wrapWidth=1)
0.0283 	EXP 	window1: mouseVisible = True
0.0507 	EXP 	Created instruction_text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0, draggable=False, flipHoriz=False, flipVert=False, font='Times New Roman', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='instruction_text', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1.2)
3.3899 	DATA 	Keypress: space
3.4005 	EXP 	window1: mouseVisible = True
3.4155 	EXP 	Created block_text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0, draggable=False, flipHoriz=False, flipVert=False, font='Times New Roman', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='block_text', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1.2)
4.4774 	DATA 	Keypress: space
4.4847 	EXP 	Created sequence: random, trialTypes=1, nReps=10, seed=None
4.4854 	EXP 	New trial (rep=0, index=0): None
4.5225 	EXP 	immediate_text: font = 'Times New Roman'
4.5225 	EXP 	immediate_text: italic = False
4.5225 	EXP 	delay_text: font = 'Times New Roman'
4.5225 	EXP 	delay_text: italic = False
4.5225 	EXP 	immediate_text: autoDraw = True
4.5225 	EXP 	delay_text: autoDraw = True
4.5225 	EXP 	which_text: autoDraw = True
4.5225 	EXP 	or_text: autoDraw = True
5.9656 	DATA 	Keypress: 1
5.9699 	EXP 	immediate_text: autoDraw = False
5.9699 	EXP 	delay_text: autoDraw = False
5.9699 	EXP 	which_text: autoDraw = False
5.9699 	EXP 	or_text: autoDraw = False
5.9699 	EXP 	immediate_text: font = 'Times New Roman'
5.9699 	EXP 	immediate_text: italic = True
5.9699 	EXP 	delay_text: font = 'Times New Roman'
5.9699 	EXP 	delay_text: italic = False
5.9699 	EXP 	immediate_text: height = 0.05
5.9699 	EXP 	immediate_text: height = 0.05
5.9699 	EXP 	immediate_text: height = 0.05
5.9699 	EXP 	immediate_text: text = '$800 now\n(1)'
5.9699 	EXP 	delay_text: height = 0.05
5.9699 	EXP 	delay_text: height = 0.05
5.9699 	EXP 	delay_text: height = 0.05
5.9699 	EXP 	delay_text: text = '$1000 in\n1 year\n(3)'
6.9710 	EXP 	New trial (rep=1, index=0): None
6.9889 	EXP 	immediate_text: font = 'Times New Roman'
6.9889 	EXP 	immediate_text: italic = False
6.9889 	EXP 	delay_text: font = 'Times New Roman'
6.9889 	EXP 	delay_text: italic = False
6.9889 	EXP 	immediate_text: font = 'Times New Roman'
6.9889 	EXP 	immediate_text: italic = False
6.9889 	EXP 	delay_text: font = 'Times New Roman'
6.9889 	EXP 	delay_text: italic = False
6.9889 	EXP 	immediate_text: autoDraw = True
6.9889 	EXP 	delay_text: autoDraw = True
6.9889 	EXP 	which_text: autoDraw = True
6.9889 	EXP 	or_text: autoDraw = True
6.9889 	EXP 	delay_text: height = 0.05
6.9889 	EXP 	delay_text: height = 0.05
6.9889 	EXP 	delay_text: height = 0.05
6.9889 	EXP 	delay_text: text = '$1000 in\n1 year\n(3)'
7.1614 	DATA 	Keypress: 1
7.1657 	EXP 	immediate_text: autoDraw = False
7.1657 	EXP 	delay_text: autoDraw = False
7.1657 	EXP 	which_text: autoDraw = False
7.1657 	EXP 	or_text: autoDraw = False
7.1657 	EXP 	immediate_text: font = 'Times New Roman'
7.1657 	EXP 	immediate_text: italic = True
7.1657 	EXP 	delay_text: font = 'Times New Roman'
7.1657 	EXP 	delay_text: italic = False
7.1657 	EXP 	immediate_text: height = 0.05
7.1657 	EXP 	immediate_text: height = 0.05
7.1657 	EXP 	immediate_text: height = 0.05
7.1657 	EXP 	immediate_text: text = '$400.0 now\n(1)'
7.1657 	EXP 	delay_text: height = 0.05
7.1657 	EXP 	delay_text: height = 0.05
7.1657 	EXP 	delay_text: height = 0.05
7.1657 	EXP 	delay_text: text = '$1000 in\n1 year\n(3)'
8.1667 	EXP 	New trial (rep=2, index=0): None
8.1841 	EXP 	immediate_text: font = 'Times New Roman'
8.1841 	EXP 	immediate_text: italic = False
8.1841 	EXP 	delay_text: font = 'Times New Roman'
8.1841 	EXP 	delay_text: italic = False
8.1841 	EXP 	immediate_text: font = 'Times New Roman'
8.1841 	EXP 	immediate_text: italic = False
8.1841 	EXP 	delay_text: font = 'Times New Roman'
8.1841 	EXP 	delay_text: italic = False
8.1841 	EXP 	immediate_text: autoDraw = True
8.1841 	EXP 	delay_text: autoDraw = True
8.1841 	EXP 	which_text: autoDraw = True
8.1841 	EXP 	or_text: autoDraw = True
8.1841 	EXP 	delay_text: height = 0.05
8.1841 	EXP 	delay_text: height = 0.05
8.1841 	EXP 	delay_text: height = 0.05
8.1841 	EXP 	delay_text: text = '$1000 in\n1 year\n(3)'
8.5020 	DATA 	Keypress: 1
8.5061 	EXP 	immediate_text: autoDraw = False
8.5061 	EXP 	delay_text: autoDraw = False
8.5061 	EXP 	which_text: autoDraw = False
8.5061 	EXP 	or_text: autoDraw = False
8.5061 	EXP 	immediate_text: font = 'Times New Roman'
8.5061 	EXP 	immediate_text: italic = True
8.5061 	EXP 	delay_text: font = 'Times New Roman'
8.5061 	EXP 	delay_text: italic = False
8.5061 	EXP 	immediate_text: height = 0.05
8.5061 	EXP 	immediate_text: height = 0.05
8.5061 	EXP 	immediate_text: height = 0.05
8.5061 	EXP 	immediate_text: text = '$200.0 now\n(1)'
8.5061 	EXP 	delay_text: height = 0.05
8.5061 	EXP 	delay_text: height = 0.05
8.5061 	EXP 	delay_text: height = 0.05
8.5061 	EXP 	delay_text: text = '$1000 in\n1 year\n(3)'
9.5071 	EXP 	New trial (rep=3, index=0): None
9.5221 	EXP 	immediate_text: font = 'Times New Roman'
9.5221 	EXP 	immediate_text: italic = False
9.5221 	EXP 	delay_text: font = 'Times New Roman'
9.5221 	EXP 	delay_text: italic = False
9.5221 	EXP 	immediate_text: font = 'Times New Roman'
9.5221 	EXP 	immediate_text: italic = False
9.5221 	EXP 	delay_text: font = 'Times New Roman'
9.5221 	EXP 	delay_text: italic = False
9.5221 	EXP 	immediate_text: autoDraw = True
9.5221 	EXP 	delay_text: autoDraw = True
9.5221 	EXP 	which_text: autoDraw = True
9.5221 	EXP 	or_text: autoDraw = True
9.5221 	EXP 	delay_text: height = 0.05
9.5221 	EXP 	delay_text: height = 0.05
9.5221 	EXP 	delay_text: height = 0.05
9.5221 	EXP 	delay_text: text = '$1000 in\n1 year\n(3)'
76.8859 	DATA 	Keypress: 1
76.8910 	EXP 	immediate_text: autoDraw = False
76.8910 	EXP 	delay_text: autoDraw = False
76.8910 	EXP 	which_text: autoDraw = False
76.8910 	EXP 	or_text: autoDraw = False
76.8910 	EXP 	immediate_text: font = 'Times New Roman'
76.8910 	EXP 	immediate_text: italic = True
76.8910 	EXP 	delay_text: font = 'Times New Roman'
76.8910 	EXP 	delay_text: italic = False
76.8910 	EXP 	immediate_text: height = 0.05
76.8910 	EXP 	immediate_text: height = 0.05
76.8910 	EXP 	immediate_text: height = 0.05
76.8910 	EXP 	immediate_text: text = '$100.0 now\n(1)'
76.8910 	EXP 	delay_text: height = 0.05
76.8910 	EXP 	delay_text: height = 0.05
76.8910 	EXP 	delay_text: height = 0.05
76.8910 	EXP 	delay_text: text = '$1000 in\n1 year\n(3)'
77.8690 	DATA 	Keypress: 1
77.8920 	EXP 	New trial (rep=4, index=0): None
77.9109 	EXP 	immediate_text: font = 'Times New Roman'
77.9109 	EXP 	immediate_text: italic = False
77.9109 	EXP 	delay_text: font = 'Times New Roman'
77.9109 	EXP 	delay_text: italic = False
77.9109 	EXP 	immediate_text: font = 'Times New Roman'
77.9109 	EXP 	immediate_text: italic = False
77.9109 	EXP 	delay_text: font = 'Times New Roman'
77.9109 	EXP 	delay_text: italic = False
77.9109 	EXP 	immediate_text: autoDraw = True
77.9109 	EXP 	delay_text: autoDraw = True
77.9109 	EXP 	which_text: autoDraw = True
77.9109 	EXP 	or_text: autoDraw = True
77.9109 	EXP 	delay_text: height = 0.05
77.9109 	EXP 	delay_text: height = 0.05
77.9109 	EXP 	delay_text: height = 0.05
77.9109 	EXP 	delay_text: text = '$1000 in\n1 year\n(3)'
78.6582 	DATA 	Keypress: 1
78.6627 	EXP 	immediate_text: autoDraw = False
78.6627 	EXP 	delay_text: autoDraw = False
78.6627 	EXP 	which_text: autoDraw = False
78.6627 	EXP 	or_text: autoDraw = False
78.6627 	EXP 	immediate_text: font = 'Times New Roman'
78.6627 	EXP 	immediate_text: italic = True
78.6627 	EXP 	delay_text: font = 'Times New Roman'
78.6627 	EXP 	delay_text: italic = False
78.6627 	EXP 	immediate_text: height = 0.05
78.6627 	EXP 	immediate_text: height = 0.05
78.6627 	EXP 	immediate_text: height = 0.05
78.6627 	EXP 	immediate_text: text = '$50.0 now\n(1)'
78.6627 	EXP 	delay_text: height = 0.05
78.6627 	EXP 	delay_text: height = 0.05
78.6627 	EXP 	delay_text: height = 0.05
78.6627 	EXP 	delay_text: text = '$1000 in\n1 year\n(3)'
79.6639 	EXP 	New trial (rep=5, index=0): None
79.6794 	EXP 	immediate_text: font = 'Times New Roman'
79.6794 	EXP 	immediate_text: italic = False
79.6794 	EXP 	delay_text: font = 'Times New Roman'
79.6794 	EXP 	delay_text: italic = False
79.6794 	EXP 	immediate_text: font = 'Times New Roman'
79.6794 	EXP 	immediate_text: italic = False
79.6794 	EXP 	delay_text: font = 'Times New Roman'
79.6794 	EXP 	delay_text: italic = False
79.6794 	EXP 	immediate_text: autoDraw = True
79.6794 	EXP 	delay_text: autoDraw = True
79.6794 	EXP 	which_text: autoDraw = True
79.6794 	EXP 	or_text: autoDraw = True
79.6794 	EXP 	delay_text: height = 0.05
79.6794 	EXP 	delay_text: height = 0.05
79.6794 	EXP 	delay_text: height = 0.05
79.6794 	EXP 	delay_text: text = '$1000 in\n1 year\n(3)'
79.9616 	DATA 	Keypress: 1
79.9662 	EXP 	immediate_text: autoDraw = False
79.9662 	EXP 	delay_text: autoDraw = False
79.9662 	EXP 	which_text: autoDraw = False
79.9662 	EXP 	or_text: autoDraw = False
79.9662 	EXP 	immediate_text: font = 'Times New Roman'
79.9662 	EXP 	immediate_text: italic = True
79.9662 	EXP 	delay_text: font = 'Times New Roman'
79.9662 	EXP 	delay_text: italic = False
79.9662 	EXP 	immediate_text: height = 0.05
79.9662 	EXP 	immediate_text: height = 0.05
79.9662 	EXP 	immediate_text: height = 0.05
79.9662 	EXP 	immediate_text: text = '$25.0 now\n(1)'
79.9662 	EXP 	delay_text: height = 0.05
79.9662 	EXP 	delay_text: height = 0.05
79.9662 	EXP 	delay_text: height = 0.05
79.9662 	EXP 	delay_text: text = '$1000 in\n1 year\n(3)'
80.9673 	EXP 	New trial (rep=6, index=0): None
80.9843 	EXP 	immediate_text: font = 'Times New Roman'
80.9843 	EXP 	immediate_text: italic = False
80.9843 	EXP 	delay_text: font = 'Times New Roman'
80.9843 	EXP 	delay_text: italic = False
80.9843 	EXP 	immediate_text: font = 'Times New Roman'
80.9843 	EXP 	immediate_text: italic = False
80.9843 	EXP 	delay_text: font = 'Times New Roman'
80.9843 	EXP 	delay_text: italic = False
80.9843 	EXP 	immediate_text: autoDraw = True
80.9843 	EXP 	delay_text: autoDraw = True
80.9843 	EXP 	which_text: autoDraw = True
80.9843 	EXP 	or_text: autoDraw = True
80.9843 	EXP 	delay_text: height = 0.05
80.9843 	EXP 	delay_text: height = 0.05
80.9843 	EXP 	delay_text: height = 0.05
80.9843 	EXP 	delay_text: text = '$1000 in\n1 year\n(3)'
81.2790 	DATA 	Keypress: 1
81.2838 	EXP 	immediate_text: autoDraw = False
81.2838 	EXP 	delay_text: autoDraw = False
81.2838 	EXP 	which_text: autoDraw = False
81.2838 	EXP 	or_text: autoDraw = False
81.2838 	EXP 	immediate_text: font = 'Times New Roman'
81.2838 	EXP 	immediate_text: italic = True
81.2838 	EXP 	delay_text: font = 'Times New Roman'
81.2838 	EXP 	delay_text: italic = False
81.2838 	EXP 	immediate_text: height = 0.05
81.2838 	EXP 	immediate_text: height = 0.05
81.2838 	EXP 	immediate_text: height = 0.05
81.2838 	EXP 	immediate_text: text = '$12.0 now\n(1)'
81.2838 	EXP 	delay_text: height = 0.05
81.2838 	EXP 	delay_text: height = 0.05
81.2838 	EXP 	delay_text: height = 0.05
81.2838 	EXP 	delay_text: text = '$1000 in\n1 year\n(3)'
82.2848 	EXP 	New trial (rep=7, index=0): None
82.3028 	EXP 	immediate_text: font = 'Times New Roman'
82.3028 	EXP 	immediate_text: italic = False
82.3028 	EXP 	delay_text: font = 'Times New Roman'
82.3028 	EXP 	delay_text: italic = False
